upacc,id,entry,name,mass,sasa,fPos,fNeg,net,ncd,fFatty
A0A5B8VG00,A0A5B8VG00,A0A5B8VG00_9BACT,Cytochrome c,14993.0,7042.699924822332,0.13970588235294118,0.10294117647058823,5,0.0007099549964321583,0.22794117647058823
A0A5B8V8Y5,A0A5B8V8Y5,A0A5B8V8Y5_9BACT,C-type cytochrome,46159.0,16004.7065370432,0.0861244019138756,0.08373205741626795,1,6.248162049616348e-05,0.23923444976076555
A0A5M8FJY2,A0A5M8FJY2,A0A5M8FJY2_9GAMM,Cytochrome c1,28172.0,11161.111728011358,0.0931174089068826,0.12955465587044535,-9,-0.0008063712844494196,0.2874493927125506
A0A6N1DN25,A0A6N1DN25,A0A6N1DN25_9GAMM,Cytochrome c1,27629.0,11003.658940677182,0.09349593495934959,0.12601626016260162,-8,-0.000727030894280668,0.26422764227642276
A0A420DRT7,A0A420DRT7,A0A420DRT7_9RHOB,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,28404.0,11228.134009294501,0.07662835249042145,0.13026819923371646,-14,-0.00124686791130307,0.2567049808429119
A0A420DRT8,A0A420DRT8,A0A420DRT8_9RHOB,Cbb3-type cytochrome c oxidase subunit III,15831.0,7327.935602972223,0.0684931506849315,0.1232876712328767,-8,-0.0010917126505253657,0.18493150684931506
A0A225LXM8,A0A225LXM8,A0A225LXM8_9BURK,Cytochrome c1,31466.0,12099.42891618792,0.09929078014184398,0.09219858156028368,2,0.00016529705772511168,0.2375886524822695
A0A225MVY0,A0A225MVY0,A0A225MVY0_9BURK,Cytochrome C oxidase Cbb3,18225.0,8121.342970351368,0.10059171597633136,0.0650887573964497,6,0.0007387940666838272,0.2485207100591716
A0A0F6RD61,A0A0F6RD61,A0A0F6RD61_9GAMM,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),42884.0,15167.57353697493,0.07197943444730077,0.13881748071979436,-26,-0.0017141832170200588,0.27249357326478146
A0A0F6RD71,A0A0F6RD71,A0A0F6RD71_9GAMM,Cytochrome c1,32951.0,12513.667950825757,0.1152542372881356,0.14576271186440679,-9,-0.0007192135859259479,0.2745762711864407
A0A126R9M0,A0A126R9M0,A0A126R9M0_9SPHN,Cytochrome c1,30912.0,11943.547357222871,0.09574468085106383,0.09574468085106383,0,0.0,0.24468085106382978
A0A4T0UJD3,A0A4T0UJD3,A0A4T0UJD3_9NEIS,Cytochrome c1,28244.0,11181.92763922373,0.11857707509881422,0.1067193675889328,3,0.00026829005666935846,0.24110671936758893
A0A4T0UQV7,A0A4T0UQV7,A0A4T0UQV7_9NEIS,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),40602.0,14574.047178348032,0.10540540540540541,0.1,2,0.00013723024054507693,0.26756756756756755
S1P4P6,S1P4P6,S1P4P6_9ENTE,DUF5590 domain-containing protein,18733.0,8285.980418437839,0.1497005988023952,0.11976047904191617,5,0.0006034288940478396,0.2874251497005988
A0A0Q5U527,A0A0Q5U527,A0A0Q5U527_9SPHI,Peptidase S9,81207.0,24173.73629668834,0.11911357340720222,0.10664819944598337,9,0.0003723048803685737,0.22299168975069253
A0A222E2D8,A0A222E2D8,A0A222E2D8_9RHOB,Cytochrome c1,28172.0,11161.111728011358,0.07751937984496124,0.12403100775193798,-12,-0.0010751617125992262,0.2558139534883721
A0A222EB70,A0A222EB70,A0A222EB70_9RHOB,Cytochrome c6,16035.0,7396.749199073522,0.08843537414965986,0.12244897959183673,-5,-0.0006759726287091462,0.19047619047619047
H5TDA9,H5TDA9,H5TDA9_9ALTE,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,27698.0,11023.71278387224,0.09876543209876543,0.11934156378600823,-5,-0.00045356769520655784,0.2839506172839506
H5TBV0,H5TBV0,H5TBV0_9ALTE,Cytochrome c-552,17014.0,7723.768389524937,0.06289308176100629,0.10062893081761007,-6,-0.0007768228793780596,0.2389937106918239
H5TAP0,H5TAP0,H5TAP0_9ALTE,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),42746.0,15131.92746707557,0.08072916666666667,0.10677083333333333,-10,-0.0006608543440191775,0.2786458333333333
A0A518IQU2,A0A518IQU2,A0A518IQU2_9BACT,Prolyl tripeptidyl peptidase (EC 3.4.14.12),87512.0,25529.946473747943,0.12532299741602068,0.11886304909560723,5,0.00019584843255121684,0.21705426356589147
A0A4R6F108,A0A4R6F108,A0A4R6F108_9BURK,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,28605.0,11286.081301943104,0.11553784860557768,0.099601593625498,4,0.00035441885389495887,0.24701195219123506
A0A4R6F319,A0A4R6F319,A0A4R6F319_9BURK,Mono/diheme cytochrome c family protein,46509.0,16093.205638957788,0.08333333333333333,0.08796296296296297,-2,-0.00012427604821990717,0.2222222222222222
A0A3M2HI53,A0A3M2HI53,A0A3M2HI53_9GAMM,Cytochrome c1,27914.0,11086.403053133345,0.10441767068273092,0.11244979919678715,-2,-0.00018040116261466255,0.24497991967871485
A0A0U2U553,A0A0U2U553,A0A0U2U553_9BACL,Non-specific serine/threonine protein kinase (EC 2.7.11.1),77082.0,23271.062943440797,0.11047345767575323,0.14203730272596843,-22,-0.0009453801080539357,0.2539454806312769
A0A1W6SR76,A0A1W6SR76,A0A1W6SR76_9PROT,Alcohol dehydrogenase,45629.0,15870.34776974795,0.08490566037735849,0.08726415094339622,-1,-6.301059148219799e-05,0.20047169811320756
A0A1W6SS23,A0A1W6SS23,A0A1W6SS23_9PROT,Cytochrome c1,27881.0,11076.83387298046,0.11836734693877551,0.10612244897959183,3,0.00027083551440794384,0.2693877551020408
A0A1M6RQ79,A0A1M6RQ79,A0A1M6RQ79_9RHOB,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,28292.0,11195.796953602821,0.07604562737642585,0.12547528517110265,-13,-0.0011611500328091056,0.22053231939163498
A0A1M6BIK7,A0A1M6BIK7,A0A1M6BIK7_9RHOB,Cytochrome c,16236.0,7464.320016755697,0.09523809523809523,0.11564625850340136,-3,-0.00040191202859278323,0.21768707482993196
A0A4R6IMI4,A0A4R6IMI4,A0A4R6IMI4_9BACT,Dipeptidyl-peptidase-4,82637.0,24483.751641213246,0.1095890410958904,0.10273972602739725,5,0.00020421706906973978,0.2191780821917808
A0A4R6J0W5,A0A4R6J0W5,A0A4R6J0W5_9BACT,Mono/diheme cytochrome c family protein,15576.0,7241.58086269426,0.14685314685314685,0.09090909090909091,8,0.0011047311563159936,0.24475524475524477
A0A4R6IVA5,A0A4R6IVA5,A0A4R6IVA5_9BACT,Cytochrome c,14955.0,7029.665080989065,0.13333333333333333,0.08148148148148149,7,0.0009957800150295509,0.25925925925925924
A0A4V3C4M0,A0A4V3C4M0,A0A4V3C4M0_9BACT,Quinol:cytochrome c oxidoreductase pentaheme cytochrome subunit,49081.0,16738.145294352787,0.0898876404494382,0.08314606741573034,3,0.00017923132744057118,0.22696629213483147
A0A7W6EIJ4,A0A7W6EIJ4,A0A7W6EIJ4_9HYPH,Mono/diheme cytochrome c family protein,16760.0,7639.423387284469,0.10457516339869281,0.13071895424836602,-4,-0.0005235997269974392,0.1830065359477124
A0A399SYA3,A0A399SYA3,A0A399SYA3_9BACT,S9 family peptidase,84149.0,24809.97289252903,0.1070460704607046,0.12195121951219512,-11,-0.0004433700934559427,0.24796747967479674
Q12JA1,Q12JA1,Q12JA1_SHEDO,Cytochrome c1,25939.0,10508.153464462388,0.09523809523809523,0.12987012987012986,-8,-0.0007613135863551352,0.29004329004329005
I8U6C0,I8U6C0,I8U6C0_9ALTE,Cytochrome c1,27327.0,10915.727311472503,0.0942622950819672,0.11885245901639344,-6,-0.0005496656181300865,0.2827868852459016
A0A2G8TM17,A0A2G8TM17,A0A2G8TM17_9BURK,Cytochrome c1,28244.0,11181.92763922373,0.1067193675889328,0.09486166007905138,3,0.00026829005666935846,0.25691699604743085
A0A2G8TB58,A0A2G8TB58,A0A2G8TB58_9BURK,Cytochrome c domain-containing protein,68263.0,21295.893683502483,0.10483870967741936,0.10483870967741936,0,0.0,0.2435483870967742
A0A0M2H2P7,A0A0M2H2P7,A0A0M2H2P7_9MICO,BFN domain-containing protein,17595.0,7915.433733336477,0.0658682634730539,0.18562874251497005,-20,-0.0025267092965188267,0.281437125748503
A0A0M2GVM6,A0A0M2GVM6,A0A0M2GVM6_9MICO,Uncharacterized protein,8934.0,4826.186401133455,0.044444444444444446,0.022222222222222223,2,0.0004144058753160238,0.34444444444444444
A0A1M4UJH1,A0A1M4UJH1,A0A1M4UJH1_9GAMM,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,28321.0,11204.173252131948,0.09881422924901186,0.11067193675889328,-3,-0.00026775737330098456,0.2766798418972332
A0A3A3FIT4,A0A3A3FIT4,A0A3A3FIT4_9BURK,Cytochrome c,45906.0,15940.621493093611,0.09133489461358314,0.08430913348946135,3,0.00018819843387535244,0.20843091334894615
A0A3A3FVJ5,A0A3A3FVJ5,A0A3A3FVJ5_9BURK,Cytochrome c1,28377.0,11220.3416232799,0.1141732283464567,0.1062992125984252,2,0.00017824769219596767,0.2755905511811024
A0A3A3FN72,A0A3A3FN72,A0A3A3FN72_9BURK,Cytochrome c,46236.0,16024.191840062414,0.0936768149882904,0.08899297423887588,2,0.00012481128658231353,0.2107728337236534
A0A3A3G677,A0A3A3G677,A0A3A3G677_9BURK,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),42337.0,15026.09770118435,0.11688311688311688,0.09610389610389611,8,0.0005324070267005813,0.2727272727272727
A0A3A3FH05,A0A3A3FH05,A0A3A3FH05_9BURK,SDR family oxidoreductase,29372.0,11506.202651571391,0.09025270758122744,0.10469314079422383,-4,-0.0003476385842599186,0.23826714801444043
A0A418ZWQ4,A0A418ZWQ4,A0A418ZWQ4_9RHOB,Cytochrome c1,28364.0,11216.589019808986,0.07224334600760456,0.11787072243346007,-12,-0.0010698439586943479,0.2585551330798479
A0A419A2I2,A0A419A2I2,A0A419A2I2_9RHOB,Cytochrome c,15602.0,7250.403041290715,0.08391608391608392,0.13986013986013987,-8,-0.001103386936483443,0.1888111888111888
A0A418ZUF7,A0A418ZUF7,A0A418ZUF7_9RHOB,Cytochrome c,16128.0,7428.041564684638,0.06622516556291391,0.12582781456953643,-9,-0.001211624884113327,0.19205298013245034
A0A418ZXA3,A0A418ZXA3,A0A418ZXA3_9RHOB,Cytochrome c,15155.0,7098.169832471656,0.04225352112676056,0.14084507042253522,-14,-0.0019723393959883676,0.21830985915492956
A9WHU4,A9WHU4,A9WHU4_CHLAA,Cytochrome c class I,18086.0,8076.079655548132,0.07926829268292683,0.054878048780487805,4,0.0004952898151830469,0.2073170731707317
A0A0A0F068,A0A0A0F068,A0A0A0F068_9GAMM,Ubiquinol cytochrome C oxidoreductase,28549.0,11269.947862287714,0.09411764705882353,0.10588235294117647,-3,-0.0002661946653754104,0.25882352941176473
A0A133XND3,A0A133XND3,A0A133XND3_9RHOO,Cytochrome C,27424.0,10943.99872125206,0.11065573770491803,0.10245901639344263,2,0.0001827485593648889,0.26229508196721313
V8FXR2,V8FXR2,V8FXR2_9BURK,Cytochrome C,31921.0,12226.90071974039,0.10915492957746478,0.1056338028169014,1,8.178687493434009e-05,0.2323943661971831
A0A4U2LG44,A0A4U2LG44,A0A4U2LG44_9BACT,S9 family peptidase,87295.0,25483.717910166535,0.11904761904761904,0.1164021164021164,2,7.84814840224752e-05,0.23015873015873015
A0A494X361,A0A494X361,A0A494X361_9FIRM,Non-specific serine/threonine protein kinase (EC 2.7.11.1),69316.0,21535.204458657496,0.1182108626198083,0.13258785942492013,-9,-0.0004179203414241027,0.2795527156549521
A0A395JNU2,A0A395JNU2,A0A395JNU2_9GAMM,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,29324.0,11492.473033200364,0.0946969696969697,0.10984848484848485,-4,-0.0003480538947922248,0.26136363636363635
E4TGX0,E4TGX0,E4TGX0_CALNY,"Cytochrome c oxidase, cbb3-type, subunit II",33058.0,12543.318483497276,0.13651877133105803,0.11945392491467577,5,0.0003986185957550462,0.22866894197952217
A0A0Q7SVQ5,A0A0Q7SVQ5,A0A0Q7SVQ5_9BURK,Cytochrome C,28590.0,11281.7606817426,0.11328125,0.109375,1,8.863864676887812e-05,0.234375
A0A0Q7SRY4,A0A0Q7SRY4,A0A0Q7SRY4_9BURK,Cytochrome c-550 PedF,17145.0,7767.13612837406,0.12025316455696203,0.10759493670886076,2,0.00025749516513478074,0.1962025316455696
A0A2I0FZC3,A0A2I0FZC3,A0A2I0FZC3_9GAMM,Alcohol dehydrogenase,44333.0,15540.011923295366,0.09313725490196079,0.10784313725490197,-6,-0.0003861000898593686,0.2034313725490196
A0A2I0FUH3,A0A2I0FUH3,A0A2I0FUH3_9GAMM,Alcohol dehydrogenase,45896.0,15938.086531229952,0.07345971563981042,0.11374407582938388,-17,-0.001066627412687795,0.1990521327014218
A0A0J5QKP9,A0A0J5QKP9,A0A0J5QKP9_9RHOB,Cytochrome c1,28373.0,11219.187025505362,0.07604562737642585,0.11406844106463879,-10,-0.0008913301808113459,0.23954372623574144
A0A0J5QLD0,A0A0J5QLD0,A0A0J5QLD0_9RHOB,"Cytochrome c, mono-and diheme variants family",16674.0,7610.787590446591,0.09740259740259741,0.12987012987012986,-5,-0.0006569622316455433,0.21428571428571427
A0A432WFN2,A0A432WFN2,A0A432WFN2_9GAMM,S9 family peptidase,87718.0,25573.803025156474,0.07503234152652005,0.1410090556274256,-51,-0.001994228232298194,0.23285899094437257
A0A432WK38,A0A432WK38,A0A432WK38_9GAMM,Cytochrome c1,27683.0,11019.354401242204,0.09465020576131687,0.14814814814814814,-13,-0.001179742435594459,0.2757201646090535
A0A432WJV3,A0A432WJV3,A0A432WJV3_9GAMM,Peptidase S9 family protein,74596.0,22720.76207206779,0.07578008915304606,0.12927191679049035,-36,-0.0015844538966524057,0.212481426448737
A0A5J5ID56,A0A5J5ID56,A0A5J5ID56_9BACT,S9 family peptidase,85418.0,25082.545594768762,0.11140939597315436,0.11409395973154363,-2,-7.973672338971534e-05,0.2295302013422819
A0A5J5ILR8,A0A5J5ILR8,A0A5J5ILR8_9BACT,S9 family peptidase,80956.0,24119.169518611412,0.11396011396011396,0.12535612535612536,-8,-0.00033168637891229416,0.22507122507122507
A0A5J5IJJ4,A0A5J5IJJ4,A0A5J5IJJ4_9BACT,Uncharacterized protein,11437.0,5779.741272537435,0.07766990291262135,0.07766990291262135,0,0.0,0.2815533980582524
A0A5J5IEJ2,A0A5J5IEJ2,A0A5J5IEJ2_9BACT,Cytochrome c,15401.0,7182.096923202938,0.1037037037037037,0.11851851851851852,-2,-0.0002784702046471516,0.24444444444444444
A0A255ZFH2,A0A255ZFH2,A0A255ZFH2_9BURK,Cytochrome c1,27895.0,11080.89389844025,0.10358565737051793,0.08764940239043825,4,0.00036098170749230266,0.26693227091633465
A0A255ZF47,A0A255ZF47,A0A255ZF47_9BURK,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),43020.0,15202.67270842097,0.10152284263959391,0.09390862944162437,3,0.00019733372266432194,0.2715736040609137
D0I4Z0,D0I4Z0,D0I4Z0_GRIHO,Ubiquinol cytochrome C oxidoreductase cytochrome C1 subunit,27669.0,11015.28600213891,0.08571428571428572,0.1346938775510204,-12,-0.0010893952274747911,0.2979591836734694
D0IBM8,D0IBM8,D0IBM8_GRIHO,Uncharacterized protein,7511.0,4252.065204352038,0.13043478260869565,0.11594202898550725,1,0.00023517983660657145,0.15942028985507245
A0A0J6TF60,A0A0J6TF60,A0A0J6TF60_9HYPH,Cytochrome C,33437.0,12648.134704380105,0.10714285714285714,0.10064935064935066,2,0.00015812608315338318,0.2305194805194805
A0A1A8TD82,A0A1A8TD82,A0A1A8TD82_9GAMM,Cytochrome c1,27711.0,11027.489533349473,0.12704918032786885,0.0942622950819672,8,0.0007254597681372808,0.27459016393442626
E4RWV8,E4RWV8,E4RWV8_LEAB4,Peptidase S9B dipeptidylpeptidase IV domain protein,81120.0,24154.8278757364,0.11420612813370473,0.10724233983286909,5,0.0002069979560906959,0.233983286908078
A0A2D0NAB9,A0A2D0NAB9,A0A2D0NAB9_9BACT,S9 family peptidase,86045.0,25216.81694872358,0.10889774236387782,0.13280212483399734,-18,-0.0007138093612925687,0.22841965471447542
A0A1M5XN26,A0A1M5XN26,A0A1M5XN26_9BACT,Dipeptidyl-peptidase-4,80871.0,24100.680380119426,0.10378681626928471,0.10378681626928471,0,0.0,0.24684431977559607
R6Y8Y7,R6Y8Y7,R6Y8Y7_9BACE,Peptidase S9A/B/C family catalytic domain protein,83143.0,24593.10158898381,0.11065573770491803,0.11202185792349727,-1,-4.066180901915756e-05,0.23497267759562843
A0A4Q4AZP2,A0A4Q4AZP2,A0A4Q4AZP2_9BURK,C-type cytochrome,48492.0,16591.27339881566,0.0962800875273523,0.10940919037199125,-6,-0.00036163589471247573,0.1838074398249453
A0A4V1V839,A0A4V1V839,A0A4V1V839_9BURK,Cytochrome c1,28366.0,11217.166373640835,0.10358565737051793,0.09561752988047809,2,0.00017829814887116146,0.24701195219123506
A0A4Q4AZN8,A0A4Q4AZN8,A0A4Q4AZN8_9BURK,Cytochrome c1,31458.0,12097.183219550257,0.11347517730496454,0.08865248226950355,7,0.0005786471009786229,0.23049645390070922
A0A074MB07,A0A074MB07,A0A074MB07_9SPHN,Cytochrome C,31361.0,12069.941863234508,0.07473309608540925,0.10676156583629894,-9,-0.0007456539643669979,0.25622775800711745
A0A1Q8IS66,A0A1Q8IS66,A0A1Q8IS66_9BURK,Cytochrome c1,28322.0,11204.462048695874,0.09163346613545817,0.09163346613545817,0,0.0,0.2549800796812749
A0A1Q8ISZ2,A0A1Q8ISZ2,A0A1Q8ISZ2_9BURK,Alcohol dehydrogenase,46708.0,16143.443485502048,0.08083140877598152,0.08545034642032333,-2,-0.0001238893053886639,0.21247113163972287
A0A1Q8IRG2,A0A1Q8IRG2,A0A1Q8IRG2_9BURK,DUF1275 family protein,24542.0,10091.94358838228,0.058091286307053944,0.04149377593360996,4,0.0003963557628884044,0.3360995850622407
A0A1H1TUI6,A0A1H1TUI6,A0A1H1TUI6_9SPHI,Dipeptidyl-peptidase-4,84845.0,24959.605389043212,0.09866666666666667,0.108,-7,-0.0002804531518384047,0.22666666666666666
A0A1H1YLI4,A0A1H1YLI4,A0A1H1YLI4_9SPHI,"Cytochrome c, mono-and diheme variants",15951.0,7368.442985199601,0.10135135135135136,0.0472972972972973,8,0.0010857110540271474,0.23648648648648649
A0A1H2AZ35,A0A1H2AZ35,A0A1H2AZ35_9SPHI,Quinol:cytochrome c oxidoreductase pentaheme cytochrome subunit,46770.0,16159.083662643883,0.11374407582938388,0.08056872037914692,14,0.0008663857612399648,0.25118483412322273
A0A1H1PE33,A0A1H1PE33,A0A1H1PE33_9SPHI,"Cytochrome c, mono-and diheme variants",15884.0,7345.836548625889,0.1095890410958904,0.06164383561643835,7,0.0009529207400223762,0.2671232876712329
A0A561QW09,A0A561QW09,A0A561QW09_9HYPH,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,33768.0,12739.413873077312,0.0915032679738562,0.11437908496732026,-7,-0.0005494758290876605,0.20261437908496732
A0A561QBA9,A0A561QBA9,A0A561QBA9_9HYPH,Protein ImuB,52144.0,17494.426897367943,0.13771186440677965,0.1292372881355932,4,0.00022864424330480953,0.2775423728813559
A0A1N7RND1,A0A1N7RND1,A0A1N7RND1_9BURK,Cytochrome c1,28328.0,11206.194770267604,0.09561752988047809,0.09561752988047809,0,0.0,0.250996015936255
A0A1N7SA06,A0A1N7SA06,A0A1N7SA06_9BURK,"Cytochrome c, mono-and diheme variants family",46667.0,16133.097708720872,0.08333333333333333,0.08564814814814815,-1,-6.198437634574308e-05,0.21064814814814814
A8LMT4,A8LMT4,A8LMT4_DINSH,Cytochrome c1 (EC 1.10.2.2),28704.0,11314.582073218784,0.07575757575757576,0.13257575757575757,-15,-0.0013257228506481445,0.2196969696969697
A8LLC8,A8LLC8,A8LLC8_DINSH,Putative cytochrome c class I,15522.0,7223.245159128884,0.05555555555555555,0.1111111111111111,-8,-0.0011075354392325225,0.2152777777777778
A0A368KWL9,A0A368KWL9,A0A368KWL9_9BACT,Uncharacterized protein,181001.0,43395.79617268616,0.10042604990870359,0.13268411442483263,-53,-0.0012213164563013327,0.24345709068776628
A0A7G8BG29,A0A7G8BG29,A0A7G8BG29_9BACT,S9 family peptidase,85515.0,25103.335392004243,0.09399477806788512,0.11488250652741515,-16,-0.0006373655034341062,0.2362924281984334
A0A0D0PU51,A0A0D0PU51,A0A0D0PU51_KITGR,Uncharacterized protein,34114.0,12834.571697020732,0.09345794392523364,0.13707165109034267,-14,-0.0010908038328423376,0.2585669781931464
A0A2N9VZE4,A0A2N9VZE4,A0A2N9VZE4_9HYPH,Cytochrome c1,31724.0,12171.770260037503,0.0798611111111111,0.11458333333333333,-10,-0.0008215731801011818,0.22916666666666666
A0A2N9VV00,A0A2N9VV00,A0A2N9VV00_9HYPH,Cytochrome C,17159.0,7771.765547078628,0.12738853503184713,0.09554140127388536,5,0.0006433544565532446,0.17834394904458598
U2LIA0,U2LIA0,U2LIA0_9BACT,"Peptidase, S9A/B/C family, catalytic domain protein (EC 3.4.-.-)",83171.0,24599.147319181626,0.11716621253405994,0.11035422343324251,5,0.00020325907785027819,0.23160762942779292
A0A127V8R0,A0A127V8R0,A0A127V8R0_9SPHI,Peptidase S9,81907.0,24325.674634611667,0.11141678129298486,0.10453920220082531,5,0.00020554414523352106,0.22283356258596973
A0A1I1YKQ2,A0A1I1YKQ2,A0A1I1YKQ2_9RHOB,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,44004.0,15455.74071204837,0.04645476772616137,0.19315403422982885,-60,-0.0038820527024775718,0.18337408312958436
